TrialID	TestID	User	SessionNumber	TrialNum	Dot1	Dot1_2	Dot2	Dot2_3	Dot3	Dot3_4	Dot4	Dot4_5	Dot5	Dot5_6	Dot6
6386	416	TP11984	1	6	201	411	571	669	393	598	403	876	642	1297	476
6387	416	TP11984	1	7	462	627	490	664	459	469	370	1412	538	1412	523
6388	416	TP11984	1	8	375	438	319	616	310	620	271	963	715	1049	431
6389	416	TP11984	1	9	346	426	362	440	219	831	434	957	555	1020	461
6390	416	TP11984	1	10	234	334	450	338	305	361	411	547	475	526	377
6391	416	TP11984	1	11	329	380	495	408	371	598	438	871	511	838	397
6392	416	TP11984	1	12	369	410	304	305	336	376	306	584	495	961	436
6393	416	TP11984	1	13	354	448	284	464	267	521	314	592	420	768	359
6394	416	TP11984	1	14	275	435	396	378	390	384	329	522	452	613	317
6395	416	TP11984	1	15	375	339	356	251	319	237	206	432	354	409	362
6396	416	TP11984	1	16	200	214	197	252	175	308	257	344	384	290	350
6397	416	TP11984	1	17	88	281	196	219	173	309	249	352	231	751	354
6398	416	TP11984	1	18	141	217	230	200	124	270	185	275	367	329	238
6399	416	TP11984	1	19	180	131	177	162	142	218	209	284	285	248	258
6400	416	TP11984	1	20	228	169	212	182	105	200	245	303	249	260	200
6401	416	TP11984	1	21	127	127	160	111	128	176	211	267	306	260	179
6402	416	TP11984	1	22	177	135	376	195	177	183	116	235	101	430	179
6403	416	TP11984	1	23	65	103	183	109	176	165	232	205	234	214	193
6404	416	TP11984	1	24	97	106	141	73	141	129	142	174	214	226	215
6405	416	TP11984	1	25	83	119	178	109	106	128	165	186	236	222	181
6406	416	TP11984	1	26	142	126	143	109	104	131	133	195	227	210	166
6407	416	TP11984	1	27	112	125	195	92	139	131	197	168	70	391	170
6408	416	TP11984	1	28	155	108	179	108	88	112	169	160	70	366	140
6409	416	TP11984	1	29	98	105	200	92	87	110	222	203	211	216	143
6410	416	TP11984	1	30	98	103	196	91	105	147	209	232	235	199	189
6411	416	TP11984	1	31	49	102	240	138	116	153	178	156	239	204	169
6412	416	TP11984	1	32	98	90	177	91	105	112	188	147	64	360	126
6413	416	TP11984	1	33	50	107	218	72	105	137	157	182	38	442	195
6414	416	TP11984	1	34	58	99	177	95	70	94	134	158	179	188	173
6415	416	TP11984	1	35	90	98	159	73	88	93	175	143	82	296	186
6416	416	TP11984	1	36	111	87	88	163	51	110	190	144	47	337	168
6417	416	TP11984	1	37	128	97	164	88	52	111	190	159	87	358	166
6418	416	TP11984	1	38	69	90	93	181	105	113	60	308	84	356	55
6419	416	TP11984	1	39	301	165	232	179	212	224	229	278	365	437	200
6420	416	TP11984	1	40	139	134	177	147	77	173	226	233	219	293	172
6421	416	TP11984	1	41	156	109	195	127	106	154	526	229	193	339	103
6422	416	TP11984	1	42	85	123	142	109	86	130	256	185	212	274	156
6423	416	TP11984	1	43	112	102	179	108	105	147	240	185	161	235	171
6424	416	TP11984	1	44	68	102	200	92	87	130	279	235	204	249	183
6425	416	TP11984	1	45	177	108	194	73	106	94	272	170	223	267	196
6426	416	TP11984	1	46	85	111	183	108	88	130	226	198	224	233	201
6427	416	TP11984	1	47	112	120	218	86	123	129	231	210	244	322	168
6428	416	TP11984	1	48	141	90	190	113	106	129	118	278	190	259	172
6429	416	TP11984	1	49	97	110	88	181	87	120	72	321	218	171	152
6430	416	TP11984	1	50	113	78	170	86	88	93	83	257	186	171	96
6431	416	TP11984	2	1	150	274	123	391	404	392	87	326	104	434	153
6432	416	TP11984	2	2	97	144	194	226	267	90	206	315	143	110	170
6433	416	TP11984	2	3	49	93	194	143	147	72	162	174	193	80	115
6434	416	TP11984	2	4	57	116	176	144	194	54	178	139	51	275	246
6435	416	TP11984	2	5	48	81	162	123	52	187	160	321	161	89	186
6436	416	TP11984	2	6	149	98	172	145	64	188	35	421	37	58	142
6437	416	TP11984	2	7	58	105	158	112	75	212	169	152	240	75	171
6438	416	TP11984	2	8	53	102	155	143	67	201	182	192	201	78	164
6439	416	TP11984	2	9	49	93	137	128	57	214	171	143	50	332	70
6440	416	TP11984	2	10	53	45	190	131	14	283	70	232	214	55	120
6441	416	TP11984	2	11	52	89	221	165	236	258	19	204	26	404	113
6442	416	TP11984	2	12	124	192	204	184	82	455	40	204	237	68	202
6443	416	TP11984	2	13	69	87	30	264	70	354	28	175	204	58	141
6444	416	TP11984	2	14	49	63	177	131	44	269	199	144	235	76	93
6445	416	TP11984	2	15	48	65	75	216	59	365	70	123	205	41	59
6446	416	TP11984	2	16	72	55	179	122	49	314	24	185	280	59	146
6447	416	TP11984	2	17	58	69	46	215	46	175	70	209	218	43	111
6448	416	TP11984	2	18	54	88	160	102	18	221	53	228	185	69	100
6449	416	TP11984	2	19	59	71	167	107	45	189	160	123	37	269	109
6450	416	TP11984	2	20	59	82	200	138	145	56	90	234	350	58	170
6451	416	TP11984	2	21	69	102	164	246	67	59	72	255	410	56	142
6452	416	TP11984	2	22	83	93	176	125	50	205	88	213	234	61	75
6453	416	TP11984	2	23	75	131	34	392	20	645	47	138	63	350	91
6454	416	TP11984	2	24	57	275	37	151	47	428	53	292	99	236	59
6455	416	TP11984	2	25	41	115	46	305	66	257	87	267	201	87	63
6456	416	TP11984	2	26	56	120	113	218	70	203	70	257	153	56	53
6457	416	TP11984	2	27	70	95	74	269	47	221	70	250	84	233	58
6458	416	TP11984	2	28	94	151	61	2533	554	449	516	301	517	146	462
6459	416	TP11984	2	29	121	154	121	376	382	110	609	193	402	76	245
6460	416	TP11984	2	30	112	135	44	377	103	221	123	411	384	118	122
6461	416	TP11984	2	31	99	117	92	331	88	257	87	428	268	115	121
6462	416	TP11984	2	32	96	132	61	320	72	222	105	388	209	70	115
6463	416	TP11984	2	33	95	103	69	309	65	275	221	156	279	75	87
6464	416	TP11984	2	34	97	99	45	309	89	463	106	357	101	520	127
6465	416	TP11984	2	35	83	96	44	299	58	254	212	156	200	69	73
6466	416	TP11984	2	36	112	107	57	297	67	217	88	286	199	57	76
6467	416	TP11984	2	37	47	105	89	235	45	205	177	118	185	58	77
6468	416	TP11984	2	38	49	78	193	120	52	187	70	316	127	76	28
6469	416	TP11984	2	39	67	75	196	125	30	233	183	125	197	54	56
6470	416	TP11984	2	40	48	98	52	286	69	305	59	141	180	54	34
6471	416	TP11984	2	41	46	94	48	290	71	215	21	277	222	40	44
6472	416	TP11984	2	42	48	79	47	418	62	77	89	1906	399	85	244
6473	416	TP11984	2	43	50	81	25	321	62	473	181	423	106	57	123
6474	416	TP11984	2	44	26	88	68	304	53	292	223	216	35	207	47
6475	416	TP11984	2	45	84	86	69	282	74	240	213	439	116	105	55
6476	416	TP11984	2	46	56	122	34	484	292	86	105	392	232	66	53
6477	416	TP11984	2	47	70	90	88	288	293	85	86	268	65	367	107
6478	416	TP11984	2	48	57	108	201	142	63	241	71	281	211	80	51
6479	416	TP11984	2	49	84	92	189	137	49	237	206	126	179	61	53
6480	416	TP11984	2	50	69	133	30	353	69	222	275	220	408	151	164
6481	416	TP11984	3	1	225	379	497	181	575	159	425	336	466	225	370
6482	416	TP11984	3	2	171	386	403	132	480	138	838	190	166	307	283
6483	416	TP11984	3	3	53	321	308	120	447	65	317	157	281	157	233
6484	416	TP11984	3	4	127	251	612	124	383	60	336	131	296	113	232
6485	416	TP11984	3	5	55	234	293	101	161	340	214	143	530	106	196
6486	416	TP11984	3	6	110	181	118	273	296	58	251	130	115	292	200
6487	416	TP11984	3	7	112	209	55	412	346	71	354	147	79	590	302
6488	416	TP11984	3	8	128	190	289	93	333	86	283	147	243	125	191
6489	416	TP11984	3	9	71	188	366	132	232	353	253	143	229	141	175
6490	416	TP11984	3	10	141	204	102	432	314	80	270	101	267	103	195
6491	416	TP11984	3	11	60	206	207	99	262	73	245	135	262	140	162
6492	416	TP11984	3	12	56	169	314	101	292	58	292	123	70	430	172
6493	416	TP11984	3	13	83	175	83	221	236	61	216	132	204	104	124
6494	416	TP11984	3	14	171	351	394	160	365	147	236	214	281	217	172
6495	416	TP11984	3	15	171	307	264	132	232	90	278	171	307	179	181
6496	416	TP11984	3	16	204	263	322	131	322	171	182	146	230	174	171
6497	416	TP11984	3	17	113	202	187	91	224	98	211	160	232	140	143
6498	416	TP11984	3	18	200	260	66	462	59	324	244	142	325	140	164
6499	416	TP11984	3	19	98	187	265	102	321	57	221	115	279	132	155
6500	416	TP11984	3	20	127	176	95	256	89	249	262	117	247	156	144
6501	416	TP11984	3	21	205	171	265	104	247	42	261	141	227	129	142
6502	416	TP11984	3	22	103	164	216	72	221	63	105	188	260	69	159
6503	416	TP11984	3	23	84	133	216	76	74	260	235	116	264	101	188
6504	416	TP11984	3	24	170	158	89	293	121	200	264	111	106	204	186
6505	416	TP11984	3	25	87	163	272	85	276	60	299	145	345	138	195
6506	416	TP11984	3	26	96	179	290	85	265	61	259	130	267	103	183
6507	416	TP11984	3	27	154	155	59	321	262	103	208	126	248	174	130
6508	416	TP11984	3	28	73	211	91	230	299	91	203	130	227	104	181
6509	416	TP11984	3	29	118	156	84	214	266	55	236	129	222	100	171
6510	416	TP11984	3	30	112	169	105	223	251	56	240	97	251	70	173
6511	416	TP11984	3	31	102	159	121	182	241	76	214	121	233	99	160
6512	416	TP11984	3	32	82	179	238	72	52	268	201	117	245	76	174
6513	416	TP11984	3	33	56	152	50	272	208	46	163	115	192	56	157
6514	416	TP11984	3	34	82	187	66	246	220	57	235	117	245	91	126
6515	416	TP11984	3	35	84	192	31	274	353	71	249	94	64	320	149
6516	416	TP11984	3	36	98	154	201	70	101	191	248	101	252	72	173
6517	416	TP11984	3	37	68	165	277	63	214	73	183	140	317	90	159
6518	416	TP11984	3	38	60	147	294	102	256	110	194	99	250	100	126
6519	416	TP11984	3	39	187	130	68	308	299	56	89	218	206	72	59
6520	416	TP11984	3	40	68	147	33	361	89	247	252	102	236	70	155
6521	416	TP11984	3	41	75	131	238	69	222	58	58	249	238	69	160
6522	416	TP11984	3	42	76	152	240	76	264	41	210	135	225	64	156
6523	416	TP11984	3	43	97	137	201	59	77	307	53	278	206	74	144
6524	416	TP11984	3	44	67	127	240	72	59	234	58	264	205	78	136
6525	416	TP11984	3	45	45	107	55	221	62	307	172	116	209	54	146
6526	416	TP11984	3	46	41	139	258	87	191	55	237	103	206	71	186
6527	416	TP11984	3	47	58	124	212	48	77	308	34	252	177	73	113
6528	416	TP11984	3	48	69	142	196	58	221	77	199	92	205	69	131
6529	416	TP11984	3	49	70	145	32	219	290	162	175	116	148	57	127
6530	416	TP11984	3	50	173	108	242	58	264	28	236	88	191	70	112
2888	373	TP13810	1	1	64	82	197	115	167	211	231	394	213	180	325
2889	373	TP13810	1	2	28	67	114	66	99	164	182	262	147	148	148
2890	373	TP13810	1	3	48	66	149	65	98	138	208	295	180	132	67
2891	373	TP13810	1	4	53	42	115	82	82	132	164	329	149	113	209
2892	373	TP13810	1	5	35	45	116	82	98	131	83	394	150	113	67
2893	373	TP13810	1	6	35	44	82	100	81	115	165	281	148	116	50
2894	373	TP13810	1	7	33	44	82	100	65	116	81	346	179	116	32
2895	373	TP13810	1	8	33	46	98	83	81	99	181	246	179	116	193
2896	373	TP13810	1	9	31	48	131	82	81	83	181	264	179	100	174
2897	373	TP13810	1	10	33	30	49	165	64	132	66	411	65	230	49
2898	373	TP13810	1	11	30	32	115	66	81	116	99	347	112	180	34
2899	373	TP13810	1	12	24	38	129	34	99	100	148	295	179	99	50
2900	373	TP13810	1	13	49	34	65	99	82	98	116	329	163	99	32
2901	373	TP13810	1	14	33	30	48	149	66	98	50	377	66	200	49
2902	373	TP13810	1	15	34	30	81	49	82	115	166	262	163	99	49
2903	373	TP13810	1	16	22	24	66	82	81	133	50	360	180	197	67
2904	373	TP13810	1	17	21	26	49	115	82	98	148	263	165	98	49
2905	373	TP13810	1	18	31	47	65	99	82	98	19	425	164	99	32
2906	373	TP13810	1	19	25	38	99	66	65	115	165	214	148	81	65
2907	373	TP13810	1	20	128	148	179	83	114	116	181	295	164	99	98
2908	373	TP13810	1	21	24	39	131	65	164	99	214	279	164	98	67
2909	373	TP13810	1	22	22	40	66	99	99	99	213	296	147	99	49
2910	373	TP13810	1	23	21	41	50	147	99	98	214	296	131	98	33
2911	373	TP13810	1	24	112	66	213	98	98	83	82	427	148	114	50
2912	373	TP13810	1	25	78	50	230	66	115	98	247	362	163	99	49
2913	373	TP13810	1	26	30	15	116	49	132	98	264	394	198	131	66
2914	373	TP13810	1	27	20	42	65	82	99	115	214	313	146	148	49
2915	373	TP13810	1	28	20	26	49	148	99	99	197	279	148	114	49
2916	373	TP13810	1	29	33	29	65	132	82	99	98	444	163	115	66
2917	373	TP13810	1	30	35	32	111	53	108	72	231	297	162	82	49
2918	373	TP13810	1	31	45	16	98	67	99	82	231	245	132	98	33
2919	373	TP13810	1	32	35	20	108	64	98	67	197	265	163	84	50
2920	373	TP13810	1	33	24	22	82	67	130	82	214	296	131	115	81
2921	373	TP13810	1	34	21	25	49	165	81	66	83	428	48	180	16
2922	373	TP13810	1	35	25	37	100	98	50	81	214	231	163	115	33
2923	373	TP13810	1	36	30	33	49	132	97	66	215	262	131	98	33
2924	373	TP13810	1	37	35	42	132	81	83	82	230	362	131	98	225
2925	373	TP13810	1	38	29	50	114	100	65	83	197	296	131	98	50
2926	373	TP13810	1	39	23	10	95	99	98	66	115	427	131	83	48
2927	373	TP13810	1	40	22	24	50	114	82	99	214	263	147	93	27
2928	373	TP13810	1	41	46	82	182	81	66	164	395	313	146	115	34
2929	373	TP13810	1	42	30	48	99	65	99	115	214	313	146	116	82
2930	373	TP13810	1	43	20	41	116	65	99	82	230	280	146	99	49
2931	373	TP13810	1	44	30	32	115	68	96	115	215	278	148	83	49
2932	373	TP13810	1	45	29	33	98	115	82	82	215	295	65	180	65
2933	373	TP13810	1	46	32	46	49	82	100	114	213	280	147	82	33
2934	373	TP13810	1	47	34	372	149	66	132	81	230	329	163	99	259
2935	373	TP13810	1	48	33	45	99	98	83	81	230	283	146	151	115
2936	373	TP13810	1	49	20	41	99	49	100	114	214	280	130	135	66
2937	373	TP13810	1	50	25	21	66	100	114	99	264	229	131	132	50
2938	373	TP13810	2	1	56	75	230	229	198	66	312	411	263	98	192
2939	373	TP13810	2	2	64	82	181	149	229	65	247	279	197	98	143
2940	373	TP13810	2	3	46	48	182	149	212	49	248	213	213	65	160
2941	373	TP13810	2	4	62	66	197	641	230	66	248	246	213	81	144
2942	373	TP13810	2	5	46	50	147	150	196	83	180	230	181	81	144
2943	373	TP13810	2	6	50	67	147	98	164	66	164	231	180	66	142
2944	373	TP13810	2	7	33	59	133	146	213	67	181	213	181	81	127
2945	373	TP13810	2	8	34	62	148	281	97	65	197	296	148	65	192
2946	373	TP13810	2	9	21	62	149	180	147	83	148	246	130	83	175
2947	373	TP13810	2	10	46	50	146	149	99	82	182	196	82	82	159
2948	373	TP13810	2	11	45	51	148	165	115	65	181	213	115	49	126
2949	373	TP13810	2	12	35	59	132	165	97	67	181	237	80	101	37
2950	373	TP13810	2	13	30	49	133	131	113	53	179	213	114	66	65
2951	373	TP13810	2	14	31	48	132	132	130	50	163	215	81	66	143
2952	373	TP13810	2	15	35	44	148	181	66	66	181	197	82	81	50
2953	373	TP13810	2	16	29	50	132	101	111	50	181	197	98	82	110
2954	373	TP13810	2	17	30	49	115	116	98	49	214	230	115	49	126
2955	373	TP13810	2	18	30	49	132	131	115	66	198	246	65	66	109
2956	373	TP13810	2	19	33	39	115	116	98	50	197	230	98	66	81
2957	373	TP13810	2	20	32	64	114	148	100	65	181	197	82	65	82
2958	373	TP13810	2	21	30	66	131	116	98	65	149	230	82	65	65
2959	373	TP13810	2	22	29	50	132	130	83	66	148	249	63	49	82
2960	373	TP13810	2	23	35	44	131	133	65	65	165	247	64	67	110
2961	373	TP13810	2	24	32	64	131	148	65	50	198	213	65	66	139
2962	373	TP13810	2	25	23	39	132	197	50	67	181	228	66	49	49
2963	373	TP13810	2	26	56	31	109	130	100	49	214	213	66	65	81
2964	373	TP13810	2	27	31	48	114	132	99	82	132	246	100	47	66
2965	373	TP13810	2	28	36	44	114	148	99	66	165	230	81	66	65
2966	373	TP13810	2	29	31	47	115	132	65	84	146	214	98	66	65
2967	373	TP13810	2	30	29	511	230	278	164	65	281	295	131	66	82
2968	373	TP13810	2	31	47	49	164	280	118	79	246	197	49	99	114
2969	373	TP13810	2	32	31	65	132	196	98	83	181	264	113	115	159
2970	373	TP13810	2	33	34	78	99	164	115	82	181	230	98	83	98
2971	373	TP13810	2	34	32	80	132	196	99	66	149	213	98	66	158
2972	373	TP13810	2	35	21	59	130	133	82	49	213	280	115	65	82
2973	373	TP13810	2	36	33	46	132	131	66	116	81	279	65	83	65
2974	373	TP13810	2	37	22	40	148	165	81	83	148	279	81	83	126
2975	373	TP13810	2	38	21	42	114	181	66	66	148	230	66	82	97
2976	373	TP13810	2	39	30	48	148	115	98	50	165	213	83	97	50
2977	373	TP13810	2	40	31	65	131	116	97	50	148	215	81	49	82
2978	373	TP13810	2	41	33	45	132	115	98	49	149	246	49	66	66
2979	373	TP13810	2	42	21	58	132	181	82	49	165	246	99	81	82
2980	373	TP13810	2	43	22	41	147	149	99	50	165	228	98	66	94
2981	373	TP13810	2	44	32	47	148	115	115	66	132	263	99	65	126
2982	373	TP13810	2	45	45	50	147	99	132	49	149	311	82	49	82
2983	373	TP13810	2	46	32	63	99	115	115	49	132	355	64	69	81
2984	373	TP13810	2	47	46	66	115	148	82	49	149	229	83	65	66
2985	373	TP13810	2	48	32	47	116	114	115	50	131	230	116	81	65
2986	373	TP13810	2	49	47	65	133	114	98	66	115	246	83	49	82
2987	373	TP13810	2	50	31	65	117	113	83	65	116	262	82	66	93
2988	373	TP13810	3	1	391	1528	426	132	164	82	116	96	215	163	209
2989	373	TP13810	3	2	178	526	312	113	197	83	98	115	116	179	177
2990	373	TP13810	3	3	79	198	197	148	98	82	49	115	98	149	178
2991	373	TP13810	3	4	68	163	180	132	115	65	66	82	147	116	143
2992	373	TP13810	3	5	46	214	148	131	115	66	49	115	115	130	177
2993	373	TP13810	3	6	62	181	83	114	115	82	65	148	66	130	160
2994	373	TP13810	3	7	64	130	115	97	100	65	66	98	48	152	174
2995	373	TP13810	3	8	46	149	50	130	65	66	32	99	115	131	82
2996	373	TP13810	3	9	45	165	49	115	66	81	66	82	116	114	99
2997	373	TP13810	3	10	30	148	65	83	49	65	49	82	115	134	158
2998	373	TP13810	3	11	46	149	65	101	31	81	50	114	115	115	143
2999	373	TP13810	3	12	46	132	49	115	16	66	50	97	115	99	126
3000	373	TP13810	3	13	21	122	83	82	66	65	33	117	113	98	143
3001	373	TP13810	3	14	31	147	50	98	49	49	49	99	131	115	127
3002	373	TP13810	3	15	31	132	49	99	65	65	49	100	98	99	109
3003	373	TP13810	3	16	21	124	50	114	65	66	65	131	99	98	110
3004	373	TP13810	3	17	29	133	32	116	32	67	47	115	131	115	95
3005	373	TP13810	3	18	29	133	82	83	49	65	49	98	82	115	110
3006	373	TP13810	3	19	20	125	82	83	66	64	49	99	130	83	127
3007	373	TP13810	3	20	30	132	66	97	67	66	48	82	115	99	126
3008	373	TP13810	3	21	29	132	98	83	32	99	17	131	129	116	127
3009	373	TP13810	3	22	63	131	132	82	49	66	33	115	130	100	142
3010	373	TP13810	3	23	30	131	114	66	99	65	32	165	98	100	126
3011	373	TP13810	3	24	116	147	197	66	163	83	113	215	114	135	239
3012	373	TP13810	3	25	50	163	131	115	130	99	131	98	215	98	193
3013	373	TP13810	3	26	62	132	164	68	161	98	148	83	179	99	176
3014	373	TP13810	3	27	62	132	181	82	114	66	114	115	181	99	159
3015	373	TP13810	3	28	50	145	131	82	180	66	98	148	148	114	194
3016	373	TP13810	3	29	46	149	131	98	132	66	113	99	180	99	176
3017	373	TP13810	3	30	32	113	149	50	145	83	131	116	163	98	179
3018	373	TP13810	3	31	33	113	147	66	146	83	146	99	181	114	210
3019	373	TP13810	3	32	50	128	146	67	130	72	141	99	180	99	175
3020	373	TP13810	3	33	62	115	164	66	131	82	114	182	98	115	159
3021	373	TP13810	3	34	57	121	132	82	148	65	130	99	181	81	177
3022	373	TP13810	3	35	28	133	163	66	131	50	98	98	198	81	160
3023	373	TP13810	3	36	31	97	66	181	164	65	131	66	164	82	111
3024	373	TP13810	3	37	48	101	165	48	147	66	148	65	164	82	143
3025	373	TP13810	3	38	63	132	148	82	163	50	81	115	180	83	145
3026	373	TP13810	3	39	45	100	181	68	128	66	147	66	180	83	110
3027	373	TP13810	3	40	35	111	165	48	164	49	131	98	165	67	159
3028	373	TP13810	3	41	32	113	165	48	165	66	147	98	148	82	94
3029	373	TP13810	3	42	30	116	147	49	131	83	130	82	131	83	110
3030	373	TP13810	3	43	21	107	99	131	147	50	82	115	149	64	142
3031	373	TP13810	3	44	33	100	166	63	115	66	131	83	130	82	143
3032	373	TP13810	3	45	22	89	148	66	115	66	163	83	131	48	112
3033	373	TP13810	3	46	30	116	147	66	115	67	146	82	147	50	77
3034	373	TP13810	3	47	45	116	150	47	131	66	131	147	82	82	94
3035	373	TP13810	3	48	63	115	230	82	33	131	147	83	180	115	177
3036	373	TP13810	3	49	79	115	164	66	98	65	115	132	130	83	176
3037	373	TP13810	3	50	29	99	197	67	129	67	97	164	181	98	130
5159	400	TP17861	1	1	23	55	99	66	131	132	133	164	98	166	130
5160	400	TP17861	1	2	161	131	99	49	197	183	197	148	197	198	242
5161	400	TP17861	1	3	292	83	147	34	65	215	182	147	164	150	191
5162	400	TP17861	1	4	62	50	81	116	99	230	66	758	164	148	162
5163	400	TP17861	1	5	79	49	99	66	107	206	165	198	180	165	176
5164	400	TP17861	1	6	65	115	148	65	361	942	32	561	16	394	244
5165	400	TP17861	1	7	73	411	197	50	214	215	346	115	48	394	34
5166	400	TP17861	1	8	115	50	182	50	81	231	247	115	197	99	209
5167	400	TP17861	1	9	50	65	83	50	33	229	182	132	65	149	32
5168	400	TP17861	1	10	160	116	98	66	115	214	149	148	213	99	33
5169	400	TP17861	1	11	49	66	65	197	34	232	148	444	33	443	193
5170	400	TP17861	1	12	78	50	131	50	82	198	264	114	181	116	192
5171	400	TP17861	1	13	161	65	99	114	66	215	233	97	245	99	33
5172	400	TP17861	1	14	161	51	146	66	50	263	248	115	262	99	33
5173	400	TP17861	1	15	64	65	98	50	99	190	155	149	253	124	162
5174	400	TP17861	1	16	111	82	99	66	115	149	231	164	147	132	33
5175	400	TP17861	1	17	50	49	199	97	116	148	280	115	231	132	193
5176	400	TP17861	1	18	111	49	132	66	83	165	215	129	215	114	144
5177	400	TP17861	1	19	99	48	149	66	81	197	199	116	196	115	33
5178	400	TP17861	1	20	95	71	94	65	50	181	198	115	164	115	178
5179	400	TP17861	1	21	97	50	131	65	67	132	198	115	82	230	159
5180	400	TP17861	1	22	80	49	83	65	66	132	197	132	163	117	143
5181	400	TP17861	1	23	63	49	99	49	50	148	147	116	214	99	161
5182	400	TP17861	1	24	67	32	164	50	49	166	197	182	131	180	210
5183	400	TP17861	1	25	64	47	148	67	66	148	213	182	181	134	34
5184	400	TP17861	1	26	32	46	50	115	100	131	164	264	164	164	160
5185	400	TP17861	1	27	62	49	67	65	66	100	246	100	213	165	126
5186	400	TP17861	1	28	68	44	98	67	50	116	98	280	263	98	177
5187	400	TP17861	1	29	62	33	99	82	49	83	83	312	264	99	33
5188	400	TP17861	1	30	79	51	63	83	33	133	16	311	116	132	176
5189	400	TP17861	1	31	29	49	66	83	59	138	248	99	262	114	194
5190	400	TP17861	1	32	82	65	83	48	49	149	214	99	213	98	50
5191	400	TP17861	1	33	82	31	99	83	17	64	116	214	164	99	199
5192	400	TP17861	1	34	96	50	98	82	66	99	164	115	165	98	194
5193	400	TP17861	1	35	48	51	114	67	49	148	198	83	180	99	177
5194	400	TP17861	1	36	49	50	82	66	99	131	247	166	65	312	33
5195	400	TP17861	1	37	95	50	83	98	65	166	278	117	229	116	82
5196	400	TP17861	1	38	83	49	49	147	51	99	99	280	82	262	33
5197	400	TP17861	1	39	80	49	115	67	65	116	231	114	215	97	34
5198	400	TP17861	1	40	100	48	130	66	66	116	82	280	33	280	33
5199	400	TP17861	1	41	63	32	99	100	32	98	67	263	181	99	176
5200	400	TP17861	1	42	79	32	66	181	16	363	281	361	263	98	227
5201	400	TP17861	1	43	79	49	132	82	50	149	98	347	179	132	65
5202	400	TP17861	1	44	63	48	115	66	82	116	198	147	132	115	66
5203	400	TP17861	1	45	80	58	42	62	67	115	199	98	182	116	223
5204	400	TP17861	1	46	105	25	81	82	66	396	66	99	66	312	192
5205	400	TP17861	1	47	81	33	33	148	66	99	214	115	171	174	161
5206	400	TP17861	1	48	26	41	130	51	47	149	247	182	15	330	176
5207	400	TP17861	1	49	73	25	112	82	66	115	67	312	198	98	115
5208	400	TP17861	1	50	63	49	65	132	33	100	16	378	262	115	160
5209	400	TP17861	2	1	112	66	229	166	214	83	234	162	66	114	258
5210	400	TP17861	2	2	46	50	148	139	92	82	215	131	131	66	208
5211	400	TP17861	2	3	114	49	175	139	148	82	165	132	146	298	290
5212	400	TP17861	2	4	62	49	197	166	149	114	49	297	213	49	50
5213	400	TP17861	2	5	79	49	150	115	82	246	34	345	82	262	33
5214	400	TP17861	2	6	35	77	147	182	84	97	198	148	148	65	127
5215	400	TP17861	2	7	62	50	131	132	181	149	164	132	132	65	192
5216	400	TP17861	2	8	59	35	133	131	149	99	165	98	116	81	175
5217	400	TP17861	2	9	95	49	165	99	164	65	166	116	81	100	113
5218	400	TP17861	2	10	108	51	149	116	148	49	66	231	49	246	274
5219	400	TP17861	2	11	53	60	147	132	149	50	64	281	65	98	215
5220	400	TP17861	2	12	83	64	149	116	166	97	165	148	33	148	143
5221	400	TP17861	2	13	79	49	165	132	181	99	180	165	81	575	159
5222	400	TP17861	2	14	62	82	100	115	131	67	66	230	82	66	98
5223	400	TP17861	2	15	96	50	164	132	117	98	165	98	17	147	16
5224	400	TP17861	2	16	46	50	130	100	82	50	49	478	115	294	340
5225	400	TP17861	2	17	79	66	165	115	131	50	182	115	64	99	209
5226	400	TP17861	2	18	106	23	132	132	131	67	377	149	213	83	275
5227	400	TP17861	2	19	96	82	148	132	83	164	198	148	99	115	242
5228	400	TP17861	2	20	78	83	149	131	197	67	215	147	67	65	241
5229	400	TP17861	2	21	63	66	16	231	49	197	117	98	49	148	99
5230	400	TP17861	2	22	78	50	164	116	115	49	199	164	32	107	106
5231	400	TP17861	2	23	85	63	165	132	132	66	181	132	49	82	225
5232	400	TP17861	2	24	63	66	165	116	163	83	115	181	66	91	200
5233	400	TP17861	2	25	96	99	165	148	66	115	33	296	99	82	98
5234	400	TP17861	2	26	56	59	148	131	82	133	198	115	66	49	115
5235	400	TP17861	2	27	62	67	148	99	149	82	165	130	83	66	99
5236	400	TP17861	2	28	53	78	98	116	132	34	181	130	34	99	257
5237	400	TP17861	2	29	80	52	115	133	82	100	131	410	98	246	16
5238	400	TP17861	2	30	63	48	149	99	131	67	131	99	66	64	50
5239	400	TP17861	2	31	62	51	164	99	148	66	181	121	22	71	114
5240	400	TP17861	2	32	79	50	163	100	98	166	165	115	49	82	66
5241	400	TP17861	2	33	49	63	17	247	117	47	131	100	66	49	49
5242	400	TP17861	2	34	62	82	166	115	181	66	165	98	50	49	97
5243	400	TP17861	2	35	66	48	149	99	131	67	181	115	33	66	49
5244	400	TP17861	2	36	62	83	133	114	163	68	164	66	33	65	66
5245	400	TP17861	2	37	21	61	18	296	133	66	180	117	64	49	83
5246	400	TP17861	2	38	63	65	165	132	49	116	165	131	33	66	225
5247	400	TP17861	2	39	79	81	198	132	148	50	231	214	98	50	275
5248	400	TP17861	2	40	33	49	132	132	148	132	200	146	49	66	257
5249	400	TP17861	2	41	95	67	148	114	51	197	164	165	17	98	258
